Store No,Store Name,Address,Postcode,Latitude,Longitude
856,Port Talbot,"Store G, The Aberafon Centre, Port Talbot",SA13 1PB,51.596952,-3.785564
857,Prestatyn Retail Park,"Unit 8, Prestatyn Shopping Park, Nant Hall Road, Prestatyn",LL19 9BJ,53.336549,-3.404115
858,Ripon,"Unit 6-7, The Arcade, Ripon",HG4 1NZ,54.136545,-1.522291
860,Stratford Westfield,"Unit SU0057, Lower Mall, Stratford",E20 1EH,51.543596,-0.006612
861,Swanley,"Unit 15, Swanley Shopping Centre, Swanley",BR8 7AH,51.395873,0.173768
862,Wallasey,"No 17 Greenfield Way, Cherry Tree Shopping Centre, Wallasey",CH44 5XX,53.419058,-3.044202
863,Washwood Heath,"Unit 15, Fox & Goose Shopping Centre, Ward End, Washwood Heath",B8 2EP,52.493765,-1.819774
864,Northampton,"Units 30-32, Newlands Walk, Northampton",NN1 2EB,52.238771,-0.894907
868,Newark,"Units 18/19, St Marks Place Shopping Centre, Newark",NG24 1XT,53.075607,-0.810278
869,Chelmsley Wood,"Unit 37-38, Greenwood Way, Chelmsley",B37 5TP,52.48004,-1.738905
873,Downpatrick NI,"Unit 3, The Market House, Market Street",BT30 6LR,54.327644,-5.717532
874,Benwell,"5/6 Adelaide Centre, Benwell",NE4 8BE,54.970328,-1.655857
875,Alfreton,"Unit 7, Institute Lane, Alfreton",DE55 7BQ,53.096797,-1.388131
876,Liverpool Stonedale Retail Park,"Unit 2, Stonedale Retail Park, East Lancashire Road, Liverpool",L11 9DH,53.455675,-2.916382
877,Livingston,"Unit 91, Almondvale South, The Centre, Livingston",EH54 6HR,55.883708,-3.513476
878,Aberdare,"Unit 3, 3-6 Cardiff Street, Aberdare",CF44 7DG,51.711859,-3.44237
879,Blackheath (West Mids),"177-178 High Street, Blackheath",B65 0DU,52.47562,-2.03979
880,Boston Retail Park,"Unit 2C, Boston Shopping Park, Horncastle Road",PE21 9BD,52.982184,-0.020085
881,Cardiff Queen Street,"90 Queen Street, Cardiff",CF10 2GR,51.482139,-3.17388
884,Winton,"375 Wimborne Road, Winton",BH9 2AQ,50.741898,-1.878795
885,Glasgow 43 Argyle Street,"43/45 Argyle Street, Glasgow",G2 8AH,55.857336,-4.250538
886,Leatherhead,"Unit 4, The Swan Centre, Leatherhead",KT22 8AH,51.295751,-0.327726
888,Leeds Crown Point Retail Park,"Unit 6B, Crown Point Shopping Centre, Leeds",LS10 1ET,53.788782,-1.54053
890,Cheadle,"37B High Street, Cheadle",SK8 1AX,53.39483,-2.214101
892,St Ives (Cambs),"25 Crown Street, St Ives",PE27 5AB,52.32399,-0.073902
893,West Bromwich New Square,"Unit SU15, (No 40) New Square, West Bromwich",B70 7PP,52.519515,-1.991182
894,Lakeside Retail Park,"Unit A2a, Lakeside Retail Park, West Thurrock",RM20 1WN,51.486018,0.276205
895,Hitchin,"124 Bancroft, Hitchin",SG5 1LS,51.949327,-0.277215
896,Wednesfield,"14 High Street, Wednesfield",WV11 1SZ,52.599856,-2.082217
897,Tooting,"43 Mitcham Road, Tooting",SW17 9PB,51.427048,-0.166343
898,Scunthorpe Skippingdale Retail Park,"Unit 5A, Scunthorpe Retail Park, Scunthorpe",DN15 8NN,53.608798,-0.677185
899,Banbridge NI,"45 Newry Street, Banbridge",BT32 3EA,54.347865,-6.271095
900,Middlesbrough Linthorpe Road,"41/43 Linthorpe Road, Middlesbrough",TS1 5BS,54.575924,-1.237205
901,Aldridge,"12 Anchor Parade, Aldridge Shopping Centre",WS9 8QP,52.604306,-1.917647
902,Wigan Standishgate,"6-8 Standishgate, Wigan",WN1 1UE,53.547446,-2.630553
903,Knightswood,"760 Anniesland Road, Knightswood",G14 0YU,55.886208,-4.359654
904,Silverburn,"Unit E3B, Silverburn Shopping Centre, Barrhead Road",G53 6QR,55.823203,-4.342841
905,Acomb,"8 Odsal House, Acomb",YO24 3BL,53.955443,-1.12406
907,Felling,"Unit 6 Booth Street, Gateshead",NE10 9BF,54.949538,-1.569432
908,Freeport Castleford,"Unit G12  Junction, 32 Outlet Village, Castleford",WF10 4FR,53.712754,-1.338769
909,Hull St Stephen's,"Unit 21, St Stephen's Shopping Centre, Hull",HU2 8LN,53.745453,-0.347501
910,Llanelli Trostre Retail Park,"Unit 6A-2, Parc Trostre, Llanelli",SA14 9UY,51.676314,-4.138921
911,Meadowhall Relo,"107 (Unit 41) High Street, Meadowhall Centre, Sheffield",S9 1ES,53.412805,-1.412043
913,Saltcoats,"23/27 Dockhead Street, Saltcoats",KA21 5ED,55.633042,-4.787053
914,East Kilbride Princes Mall,"Unit 26 Princes Mall, East Kilbride",G74 1JU,55.760905,-4.176009
915,Fraserburgh,"19/21 Broad Street, Fraserburgh",AB43 9AE,57.692637,-2.004757
916,Orpington Nugent Retail Park,"Unit 6, Nugent Shopping Centre, Orpington",BR5 3RP,51.392983,0.112496
917,Stowmarket,"5/7 Ipswich Street, Stowmarket",IP14 1AQ,52.187307,0.995864
918,Faversham,"12 Market Street, Faversham",ME13 7AA,51.315369,0.891363
919,Bracknell Relo,"Unit 16, Stanley Walk, Bracknell",RG12 1HA,51.414827,-0.749224
920,Peterborough Bretton,"Units 8 & 9, Bretton Centre, Peterborough",PE3 8DN,52.59002,-0.283887
921,Clay Cross,"Unit 6 (formerly Unit 4), New Bridge Street, Chesterfield",S45 9NG,53.168103,-1.412204
923,Ripley,"25 Oxford Street, Ripley",DE5 3AG,53.049558,-1.405851
924,Stranraer,"2 Charlotte Street, Stranraer",DG9 7ED,54.904578,-5.025412
925,Kidderminster Weavers Wharf,"Unit 4, Weavers Wharf, Kidderminster",DY10 1AA,52.386978,-2.25044
926,Walkden,"Unit 227, Walkden Town Centre, Walkden",M28 3ZH,53.525061,-2.400381
927,Ruislip,"138 High Street, Ruislip",HA4 8LL,51.573374,-0.423698
928,Bristol Fishponds,"Unit 1A, Channons Hill Retail Park, Bristol",BS16 2EA,51.479745,-2.534805
929,Wetherby Morrisons,"Unit 16, Horsefair, Wetherby",LS22 6JG,53.92846,-1.384848
930,Congleton,"58/60 High Street, Congleton",CW12 1BA,53.162932,-2.212898
931,Huddersfield Kingsgate,"Unit 30, Kingsgate Shopping Centre, Huddersfield",HD1 2QB,53.645926,-1.779108
932,Newtown Powys,"8 Broad Street, Newtown",SY16 2LU,52.515596,-3.315796
935,Orpington Walnuts,"Unit 11-15, The Walnuts, Orpington",BR6 0TW,51.376973,0.101699
936,Birchwood Benson Road,"18 Benson Road, Birchwood Centre, Birchwood",WA3 7PQ,53.414449,-2.527677
937,Aylesbury Hale Leys Centre,"Unit 15B, Hale Leys Shopping Centre, Aylesbury",HP20 1ST,51.816556,-0.811376
938,Stone,"29 High Street, Stone",ST15 8AJ,52.901808,-2.145799
939,Bluewater,"Unit LO44, Lower Thames Mall, Bluewater",DA9 9SJ,51.438039,0.270625
940,Milton Keynes Westcroft,"Unit 6, Barnsdale Drive, Westcroft District Centre, Milton Keynes",MK4 4DD,52.004873,-0.794699
942,Kilburn,"Unit 97, High Road, Kilburn",NW6 6JE,51.538049,-0.193797
943,Prince Edward Road (South Shields),"349 Prince Edward Road, South Shields",NE34 7LZ,54.972162,-1.407991
945,Brecon,"Unit 18, Bethel Square Shopping Centre, Brecon",LD3 7JP,51.947952,-3.390262
946,Stanford le Hope,"65/71 St Johns Way, Corringham",SS17 7LL ,51.524982,0.447014
947,Wickersley,"202 Bawtry Road, Wickersley",S66 1AA,53.420748,-1.284498
948,Devizes,"22/23 The Brittox, Devizes",SN10 1AJ ,51.352159,-1.993755
950,Droylsden,"Unit 7 15 Queens Walk, Droylsden Shopping Centre, Droylsden",M43 7AD,53.48,-2.146241
951,Darlington North Retail Park,"Unit 5B, Darlington North Retail Park, Darlington",DL1 2PD,54.534871,-1.549213
952,Swansea 809 Oxford Street,"809 Oxford Street, Swansea",SA1 3AF,51.619649,-3.945172
953,Denton,"Unit 22b, Crown Point Shopping Centre, Denton",M34 3JP,53.459078,-2.118623
954,Hereford Maylord Street,"Unit 5, 23 Maylord Street, Maylord Shopping Centre, Hereford",HR1 2DS,52.057537,-2.715681
955,Partington,"Unit 2, Partington Shopping Centre, Partington",M31 4EL,53.418873,-2.425669
957,Penrith,"Unit 7, Angel Square Shopping Centre, Penrith",CA11 7BT,54.663291,-2.752107
958,Manchester Fort,"Unit 16, Manchester Fort Shopping Park, Manchester",M8 8EP,53.497232,-2.235025
959,Chichester,"78 East Street, Chichester",PO19 1HL,50.836171,-0.776709
960,Derry Lisnagelvin Tesco (NI),"Unit 16, Lisnagelvin Centre, Derry",BT47 6DF,54.989225,-7.295957
961,Liverpool County Road,"35-37 County Road, Liverpool",L4 3QH,53.438777,-2.970936
962,Alton,"62 High Street, Alton",GU34 1ET,51.148265,-0.976717
967,Horsforth,"41 Town Street, Horsforth",LS18 5LJ,53.837526,-1.641552
968,Johnstone,"44 High Street, Johnstone",PA5 8AN,55.836854,-4.511809
969,Lanark,"89-91 High Street, Lanark",ML11 7LN,55.673798,-3.777312
970,Royton,"Unit 8, Market Square, Royton",OL2 5QD,53.566161,-2.123391
973,Westwood Cross,"Unit 9, The Link Retail Park, Westwood",CT10 2FF,51.359496,1.394318
974,Swindon Canal Walk,"Unit 2, The Lock, Canal Walk, Swindon",SN1 1LD,51.561077,-1.786588
977,Immingham,"Unit B, Kennedy Way, Immingham",DN40 2AB,53.615824,-0.213826
978,Bradford Idle,"Unit M1, E5, Phase 2, Bradford",BD10 8EG,53.825449,-1.732897
979,Ashby de la Zouch,"13 Market Street, Ashby",LE65 1AF ,52.746875,-1.472765
981,Louth,"48 Eastgate, Louth",LN11 9NJ,53.366927,-0.004325
982,Largs,"Unit 6A, Aitken Street, Largs",KA30 8AU,55.794103,-4.866799
983,Birkenhead The Pyramids,"SU27, The Pyramids Shopping Centre, Birkenhead",CH41 2ZL,53.389242,-3.026436
984,Newcastle upon Tyne Eldon Square,"25 - 27 High Friars, Intu Eldon Square",NE1 7XG,54.973956,-1.615819
985,Rotherham Parkgate,"Unit 10B, Rotherham Parkgate Shopping Centre, Rotherham",S60 1TG,53.444154,-1.345609
987,Salisbury,"15 Old George Mall, Salisbury",SP1 2AF,51.067925,-1.796427
988,Billericay,"56 High Street, Billericay",CM12 9BS,51.625429,0.417925
989,Brighouse,"32-34 Commercial Street, Brighouse",HD6 1AQ,53.702322,-1.781237
990,Belfast Kennedy Centre,"Unit 2-3, Kennedy Centre, Belfast",BT11 9AE,54.581276,-5.978344
991,Hylton Riverside RP,"Unit 1A, Hylton Riverside Retail Park, Sunderland",SR5 3XG,54.9183,-1.430981
992,Reading Broad Street,"46 Broad Street, Reading",RG1 2AA,51.455865,-0.973002
993,Langley Mill,"Unit 3, The Acorn Centre, Langley",NG16 4AF,53.019489,-1.329625
994,Hornchurch,"96 High Street, Hornchurch",RM12 4UH,51.562534,0.218356
996,Saffron Walden,"20 King Street, Saffron",CB10 1ES,52.023473,0.239871
1010,Basildon Pipps Hill Retail Park,"Unit 12, Pipps Hill Retail Park, Basildon",SS14 3AF,51.580992,0.443613
1011,Warminster,"Unit 5, Three Horseshoes Mall, Warminster",BA12 9BT,51.205245,-2.180258
1012,Merry Hill Asda,"Unit L21D, Asda Lower Mall, Merry Hill",DY5 1SY,52.478126,-2.111657
1013,St Helens Church Street,"Unit 47-49, Church Street, St Helens",WA10 1AX,53.452297,-2.735379
1014,Watford Intu,"Unit 37 The Harlequinn, Watford",WD17 2TE,51.656084,-0.394328
1015,Crawley County Mall,"Unit 27, County Mall Shopping Centre, Crawley",RH10 1FP,51.113508,-0.185238
1016,Chester Coliseum,"Unit R9A, Coliseum Shopping Park, Chester",CH65 9HD,53.264708,-2.886131
1018,Harold Hill,"118 Hilldene Avenue, Harold",RM3 8DT,51.606738,0.217722
1019,Ravensthorpe,"Unit 6, Ravensthorpe Retail Park, Huddersfield Road, Ravensthorpe",WF13 3HN,53.680125,-1.662812
1020,Chester Broughton,"Unit 5A, Broughton Shopping Park, Chester",CH4 0DP,53.167471,-2.972758
1021,Chingford,"50 Old Church Road, Chingford",E4 8DB,51.618584,-0.017745
1023,Malvern,"Unit 1C (formerly Unit12B), Malvern Retail Park, Roman Way",WR14 1PZ,52.130601,-2.302818
1024,Rothwell,"Unit 4, Jail Yard Parade, Commercial Street, Rothwell",LS26 0AF,53.748807,-1.477897
1025,Norwich Riverside Retail Park,"Unit 8A, Riverside Retail Park, Albion Way, Norwich",NR1 1WR,52.623007,1.306071
1026,Bradford Broadway,"Unit SU27, Level 10, Charles Street Mall, Bradford",BD1 1US,53.794073,-1.750007
1027,Ashford Fir Tree Place,"8 Fir Tree Place, Church Street, Ashford",TW15 2PH,51.43241,-0.46157
1028,Armthorpe,"Unit 4, Armthorpe Shopping Centre, Church Street, Armthorpe",DN3 3AD,53.536504,-1.05965
1029,Strood,"2 Friary Precinct, Strood",ME2 4AR,51.395208,0.496362
1030,Braehead Intu,"Unit 161, Braehead Shopping Centre, Braehead",G51 4BN,55.876276,-4.363464
1031,Dover St James RP,"Unit 21 Dover St James Retail Park  St James Street, Dover",CT16 1QD,51.125638,1.316899
1032,Coventry Warwickshire SP,"Unit 4, Warwickshire Shopping Park, Coventry",CV3 2SB,52.397677,-1.433373
1033,Beverley,"28 Flemingate Centre, Chantry Lane (Unit 9D Block B Flemingate Centre), Beverley",HU17 0PW,53.839977,-0.420658
1035,Barnsley Alhambra,"Unit 10 Lower Lever, The Alhambra Shopping Centre, Cheapside, Barnsley",S70 1SB,53.550898,-1.47831
1037,Hempstead Valley,"Unit 9, Hempstead Valley Shopping Centre, Hempstead",ME7 3PB,51.341628,0.573072
1039,York Coney Street,"28/30 Coney Street, York",YO1 9ND,53.958988,-1.083628
1040,Aberdeen Westhill,"Unit 3, Westhill Shopping Centre Extension, Aberdeen",AB32 6RL,57.153856,-2.278129
1041,Bingley Unit 5,"Unit 5, 5 Rise Shopping Centre, Bingley",BD16 1GL,53.847017,-1.836541
1042,Newton Mearns,"Unit 8, The Avenue at Mearns, Newton",G77 6AA,55.772861,-4.332581
1043,Clacton Factory Outlet Unit 17,"Unit 17, Stephenson Road West, Clacton",CO15 4TL,51.818896,1.168315
1044,Edinburgh Princes Street,"119A Princes Street, Edinburgh",EH2 4AA,55.951116,-3.20342
1046,Lincoln 19/20 Cornhill,"19/20 Cornhill, Lincoln",LN5 7HB ,53.227353,-0.540374
1047,Gloucester Eastgate,"5 Eastgate Street, Gloucester",GL1 1NS,51.865038,-2.245002
1048,Exeter 55 High Street,"55 High Street, Exeter",EX4 3DJ,50.723351,-3.53122
1049,Stockport Unit E18/19 Merseyway,"Unit E18/19, Merseyway, Stockport",SK1 1QN,53.410463,-2.161917
1050,Kirkstall Retail Park,"Unit 14B, Kirkstall Bridge Shopping Park, Leeds",LS5 3BL,53.816775,-1.60488
1051,Liverpool ONE Unit 39,"Unit 39 (No 48), South John Street, Liverpool",L1 8BJ,53.403799,-2.987648
1052,Gateshead MetroCentre Upper Green Mall,"Unit 1.28, MetroCentre, Gateshead",NE11 9XZ,54.95802,-1.669751
1053,Solihull 3 Mell Square,"Unit 3, Mell Square, Solihull",B91 3BG,52.412996,-1.775629
1054,Weoley Castle,"140/140A Castle Square, Weoley",B29 5QL,52.437469,-1.97131
1056,Sheffield Parkway RP,"Unit 2, Parkway Retail Park, Sheffield",S2 5AU,53.384001,-1.443094
1057,Camberwell,"Unit 14, Butterfly Walk Shopping Centre, Camberwell",SE5 8RW,51.473164,-0.092569
1058,Marple,"8 The Hollins, Stockport Road, Marple",SK6 6AY,53.394745,-2.062833
1059,Cromer,"28 High Street, Cromer",NR27 9HG,52.931735,1.300453
1061,Frinton on Sea,"40 Connaught Avenue, Frinton",CO13 9PR,51.831849,1.245698
1062,Honiton,"131 High Street, Honiton",EX14 1HR ,50.799401,-3.190419
1064,West Wickham,"79 High Street, West",BR4 0LS,51.376308,-0.018615
1065,Runcorn Old Town,"18a Church Street, Runcorn",WA7 1LR,53.342581,-2.732335
1066,Tewkesbury,"3 High Street, Tewkesbury",GL20 5AH,51.992859,-2.157687
1067,Shrewsbury RP,"Unit 8, Meole Brace Retail Park, Shrewsbury",SY3 9NB,52.688868,-2.752042
1069,Birmingham Fort,"Unit 5A, The Fort Retail Park, Birmingham",B24 9FP,52.508731,-1.823705
1074,High Wycombe Eden Centre,"Unit 99, Eden Shopping Centre, High",HP11 2BZ,51.63037,-0.756378
1075,Headington,"102 London Road, Headington",OX3 9AJ,51.759477,-1.212662
1076,Potters Bar,"107 Darkes Lane, Potters",EN6 1BW,51.698528,-0.190367
1077,Bideford FOC,"Unit 16, Atlantic Village, Bideford",EX39 3DU,51.00746,-4.237793
1078,Poynton,"16 London Road South, Poynton",SK12 1NJ,53.346456,-2.124289
1080,Sutton Coldfield Mere Green,"Unit 2, Mulberry Walk, Mere Green",B75 5BS,52.587273,-1.827907
1081,Southend 165 High Street,"165-167 High Street, Southend",SS1 1LL,51.539173,0.712069
1082,Trafford Centre,"Unit L5, The Trafford Centre, Manchester",M17 8AA,53.465725,-2.349829
1083,Pitsea,"9-10 Northlands Pavement, Pitsea",SS13 3DU,51.566155,0.504071
1084,Redhill Unit 1a Belfry,"Unit 1a, 23/25 High Street, The Belfry Shopping Centre, Redhill",RH1 1RD,51.239823,-0.168941
1085,Hackney,"383-385 Mare Street, Hackney",E8 1HY,51.548559,-0.055334
1087,Helensburgh,"17/19 West Princes Street, Helensburgh",G84 8TF,56.003953,-4.734518
1088,Sheffield St James RP,"Unit 12 St James Retail Park  Bochum Parkway, Sheffield",S8 8BS,53.327113,-1.467152
1089,Luton Unit 130/132,"Unit 130/132, The Mall, Luton",LU1 2TH,51.879807,-0.414975
1090,Durham Dragonville RP,"Unit 4, Dragonville Retail Park, Durham",DH1 2WP,54.776682,-1.541418
1092,Romford Collier Row,"22 Collier Row Road, Collier Row  Romford",RM5 3NX,51.599247,0.16227
1095,Petts Wood,"81 Queensway, Petts Wood, Orpington",BR5 1DQ,51.38842,0.072989
1096,Preston Deepdale SP,"Unit B2, Deepdale Retail Park, Preston",PR1 6QY,53.773431,-2.678391
1097,York Clifton Moor,"Unit 5, Clifton Moor Phase 1, York",YO30 4XZ,53.992093,-1.101739
1099,Colne,"68 Market Street, Colne",BB8 0HS,53.856936,-2.165649
1100,Derby Alvaston,"1266-1268 London Road, Alvaston",DE24 8QP,52.897163,-1.42998
1101,Bexhill,"50 Devonshire Road, Bexhill",TN40 1AX,50.838322,0.473565
1102,Barnet Unit 17,"Unit 17 The Spires, Barnet",EN5 5XY,51.655374,-0.203261
1103,Holloway,"16 Seven Sisters Road, Holloway",N7 6AG,51.558344,-0.118177
1104,Pinner,"47 Bridge Street, Pinner",HA5 3HR,51.594674,-0.383748
1105,Thirsk,"18/18A Market Place, Thirsk",YO7 1LB,54.232138,-1.343267
1106,Nottingham Victoria Unit 144,"Unit 144, The Victoria Centre, Nottingham",NG1 3QE,52.95762,-1.147735
1107,Malton,"5 Wheelgate, Malton",YO17 7HP,54.135783,-0.796927
1108,Greenwich,"Unit A (No 1A), Greenwich Shopping Park, Bugsby Way, Greenwich",SE7 7ST,51.488551,0.022243
1109,Oadby,"64 The Parade, Oadby",LE2 5BF,52.599818,-1.08398
1110,Longbridge,"Unit 27a, Longbridge Town Centre, Longbridge",B31 2UQ,52.395065,-1.985002
1111,Wells,"38 High Street, Wells",BA5 2SG,51.209089,-2.64676
1112,Bridport,"16 East Street, Bridport",DT6 3LF,50.733199,-2.756995
1113,Stanmore,"50 The Broadway, Stanmore",HA7 4DZ,51.61794,-0.309265
1114,Lowestoft,"Unit 5b Gateway Retail Park  Tower Road, Lowestoft",NR33 7NG,52.44479,1.722907
1115,Chatham Dockside,"Unit 37, Dockside Maritime Way, Chatham",ME4 3ED,51.40106,0.534596
1116,Bolton Breightmet,"Unit E, Bury Road Retail Park, Breightmet Retail Park",BL2 6PP,53.582475,-2.382315
1118,Derry Foyleside,"Unit L11, Level 2 Foyleside Shopping Centre, Derry",BT48 6XY,54.994491,-7.31838
1119,Wokingham,"9 Peach Street, Wokingham",RG40 1XJ,51.410453,-0.831675
1120,Cheadle Staffs,"25-29 High Street, Cheadle",ST10 1AA,52.987953,-1.987906
1121,Durham Arnison RP,"Unit N, Arnison Retail Park, Durham",DH1 5GB,54.806797,-1.581574
1124,Mablethorpe,"33 High Street, Mablethorpe",LN12 1AF,53.341603,0.261255
1125,Frodsham,"36 Church Street, Frodsham",WA6 6QW,53.294619,-2.724417
1127,Stanningley RP,"Unit 6 Belgrave Retail Park, Stanningley, Leeds",LS28 6HQ,53.806711,-1.662072
1130,Macclesfield Mill Street,"15 Mill Street, Macclesfield",SK11 6NE,53.259066,-2.126236
1131,Poulton le Fylde,"9 - 11 Ball Street, Poulton",FY6 7BA,53.847629,-2.991861
1132,Dungannon,"Unit 6, Oaks Shopping Centre, Dungannon",BT71 4NA,54.511611,-6.76324
1133,Aberdeen Dyce,"5.1 	Unit 4, Dyce Shopping Centre, Riverview Drive, Aberdeen",AB21 7LW,57.204759,-2.176268
1134,Ashton in Makerfield,"Unit 14, Gerard Centre, Ashton",WN4 9AN,53.4864,-2.63676
1135,Dunfermline Unit 28,"Unit 28, Kingsgate Shopping Centre, Dunfermline",KY12 7QU,56.072238,-3.459971
1137,Herne Bay,"141 Mortimer Street, Herne",CT6 5HA,51.372088,1.131227
1139,Tynemouth,"Unit 2, Collingwood Centre, Tynemouth",NE29 9QR,55.023133,-1.456323
1140,Falkirk Relo,"Howgate Shopping Centre, Falkirk",FK1 1HG,55.998696,-3.786446
1141,Whitchurch,"Unit 2, Bredwood Arcade  (14 Green End), Whitchurch",SY13 1AA,52.969202,-2.681587
1143,Wakefield Snowhill RP,"Unit 4, Snowhill Retail Park, Wakefield",WF1 2UZ,53.696962,-1.507329
1144,Hartlepool Teesbay RP,Unit 15 Teesbay Retail Park,TS25 1XJ,54.666329,-1.208814
1145,Belfast Boucher NI,"Unit 11B, Boucher Shopping Park, Belfast",BT12 6HU,54.58031,-5.965198
1146,Leyton Mills RP,Unit G Leyton Mills Retail Park,E10 5NH,51.55551,-0.008139
1147,Northside SC ROI,"Unit 24-25, Northside Shopping Centre, Coolock, Northside",D17 RX29,53.3958,-6.2136
1148,Naas ROI,"Unit 7, Naas Town Centre, Sallins Road, Naas",W91 WT26,53.221076,-6.661337
1149,Dun Laoghaire ROI,"Unit 9-10, Upper George Street, Dun Loaghiare ROI",A96 A258,53.292105,-6.135769
1150,Selly Oak RP,Unit 7A Selly Oak Shopping Park,B29 6SQ,52.444424,-1.938983
1151,Wolverhampton Wulfrun Centre,Unit 21 (13b) Wulfrun Way  Wulfrun Centre,WV1 3HG,52.583445,-2.127554
1154,Drogheda ROI,"Unit 7 & 9, Drogheda Town Centre, Drogheda, County Louth",A92 KD86,53.71889,-6.34778
1155,Catford,"1 Winslade Way, Catford",SE6 4JU,51.445867,-0.020774
1156,Westhoughton,"Unit 12, Pavilon Square, Cricketers Way, Westhoughton",BL5 3AJ,53.548014,-2.522546
1157,Ipswich Martlesham RP,Unit 2B Martlesham Retail Park ,IP5 3RX,52.064225,1.278234
1158,Witney,Unit 3-5 Welch Way,OX28 6JH,51.786479,-1.486067
1159,Rawtenstall,"Unit 5, New Hall Hey Retail Park, Rawtenstall",BB4 6HW,53.69786,-2.295228
1160,Newbridge Courtyard ROI,"Unit 5/6, Block C, The Courtyard Shopping Centre, Co.Kildare, Newbridge",W12 W963,53.180962,-6.800891
1161,Ashbourne ROI,"Unit 10, High Street, Ashbourne",A84 T270,53.5113894,-6.4019213
1163,Heswall,"21a Pensby Road, Heswall",CH60 7RA,53.329594,-3.098625
1164,Ilford The Exchange,"Unit 46, The Exchange, Ilford",IG1 4NE,51.559836,0.070258
1165,Wigan Robin RP,"Unit A, Robin Retail Park, Wigan",WN5 0UH,53.544169,-2.653322
1166,Welshpool,Unit 2C Mill Lane Retail Park,SY21 7BL,52.659979,-3.140865
1167,Craigleith RP,Unit 10A Craigleigh Retail Park,EH4 2LN,55.958688,-3.240847
1168,Thornbury,"Unit 1A, St Mary Shopping Centre, Quaker Lane, Thornbury",BS35 2BH,51.608126,-2.525352
1169,Scott Arms,"Unit 966, Scott Arms Shopping Centre, Great Barr, Birmingham",B42 1TQ,52.545199,-1.933138
1170,Heckmondwike,"Units 7A - 7B, Northgate Centre, Heckmondwike",WF16 9RL,53.708349,-1.676281
1171,Birstall Retail Park,"Unit 8B, Birstall Shopping Park, Holden Ing Way, Birstall, Batley ",WF17 9DT,53.746135,-1.644255
1173,Epping Forest RP,"Unit 7A, Epping Forest Retail Park, Epping",IG10 3UE,51.64252,0.084197
1174,Rushden Lakes RP,Unit A1A  Retail Terrace A  Rushden Lakes ,NN10 6FH,52.300696,-0.621864
1175,Llandudno Unit 68,"68 Mostyn Street, Llandudno",LL30 2SB,53.324761,-3.831147
1176,Strabane,"63 Main Street, Strabane",BT82 8AU,54.825705,-7.463761
1177,Ware,"39-41 High Street, Ware",SG12 9BA,51.810551,-0.030672
1179,Gateshead Team Valley RP,Unit 25 Retail World  Team Valley Trading Estate,NE11 0BD,54.923762,-1.619385
1180,Portsmouth Ocean RP,"5a Ocean Park, Burrfields Road",PO3 5NP,50.817688,-1.055404
1181,St Albans,"Unit 2, 73 St Peters Street, St Albans",AL1 3ED,51.754273,-0.337111
1183,Blanchardstown ROI,"Unit 8a, Westend Retail Park, Blanchardstown, Dublin 15",D15 XA72,53.3905,-6.3872
1184,Portslade,"76 Boundary Road, Portslade",BN3 5TD,50.834251,-0.206343
1185,Hunstanton,17 High Street,PE36 5AB,52.939457,0.489618
1186,Liverpool Edge Lane RP,Unit 51B Liverpool Shopping Park,L13 1EW,53.408389,-2.922903
1187,Sherwood,"654 Mansfield Road, Sherwood",NG5 2GA,52.982663,-1.144963
1188,Bolsover,32 Market Place,S44 6PN,53.229285,-1.292081
1189,Hull Kingswood RP,Unit 10a Kingswood Retail Park,HU7 3DD,53.793707,-0.351466
1190,Morpeth,"2a Sanderson Arcade, Morpeth",NE61 1NS,55.168083,-1.689368
1191,Biggleswade,"19 Market Square, Biggleswade ",SG18 8AS,52.086235,-0.264139
1193,Downham Market,Unit 9 Wales Court,PE38 9JZ,52.602189,0.377115
1194,Bude RP,"Unit A1, Binhamy Retail Park, Bude",EX23 9TG,50.820655,-4.520153
1195,Wylde Green,Unit 17A The Lanes Shopping Centre,B72 1YG,52.537288,-1.827556
1196,Bath,"Unit SU53, Southgate Centre, Bath",BA1 1TG,51.379291,-2.359946
1197,Wolverhampton Bentley Bridge RP,"Unit C1, Bentley Bridge Retail Park, Wolverhampton",WV11 1UJ,52.597881,-2.090259
1198,Matlock,"3 Crown Square, Matlock",DE4 3AT,53.138485,-1.555993
1199,Heanor,"37 Market Place, Heanor ",DE75 7EG,53.013311,-1.353613
1200,Stenhousemuir,"27 Hallam Rd, Stenhousemuir, Larbert ",FK5 3BF,56.024147,-3.815847
1201,Port Glasgow,"Unit 4B, Gallagher Retail Park, Glasgow",PA14 5AU,55.936316,-4.698216
1202,Oldbury,"Unit 14, Oldbury Green Retail Park, Oldbury",B69 3DD,52.504051,-2.020708
1203,Byker,"Unit 184 - 186 Shields Road, Byker",NE6 1DU,54.977222,-1.578854
1205,Swindon Orbital RP,"Unit B4A2, Thamesdown Drive, Orbital Retail Park",SN25 4AN,51.597124,-1.807352
1206,Doncaster Wheatley Hall RP,"Unit 2A, Wheatley Retail Park, Doncaster",DN2 4PE,53.543159,-1.099809
1207,Market Drayton,"27-29 Cheshire Street, Market Drayton",TF9 1PH,52.90467,-2.485522
1208,Heywood,"27 Market Street, Heywood",OL10 1HX,53.593558,-2.222084
