Store No,Store Name,Address,Postcode,Latitude,Longitude
1515,Bamber Bridge,"Unit 4, Cotton Mill Road, Bamber Bridge, Preston",PR5 6LF,53.729676,-2.659149
1518,Parkstone Poole,"Unit A, 364 Ashley Road, Parkstone, Poole",BH14 9DQ,50.728932,-1.93808
1519,Guiseley,"Unit 7 Guiseley Retail Park Park Road, Guiseley, Leeds",LS20 8EN,53.867907,-1.720536
1520,Welling,"128-130 Welling High Street, Welling",DA16 1TJ,51.462182,0.108608
1522,Glasgow Strathkelvin RP,"Unit 9A2 Strathkelvin Retail Park, Bishopbriggs",G34 2TS,55.9213442,-4.2076059
1523,Rushden High Street,"42 High Street, Rushden",NN10 0PJ,52.290926,-0.59768
1524,Ferndown Tesco,"Unit F Penny's Walk  Ferndown Centre, Ferndown",BH22 9TH,50.801812,-1.891441
1527,Ballina ROI,"53 Pearse Street, Ballina ROI",F26 T042,54.1138471,-9.154938
1529,Arklow Bridgewater ROI,"Unit 10 Bridgewater Shopping Centre, Arklow",Y14 K227,52.8,-6.15
1530,Stretford Relo,"Unit 34/35 Norht King Street, Stretford",M32 9BD,53.445694,-2.309421
1531,Allenton Derby,"841 Osmaston Road, Allenton Derby",DE24 9BR,52.889999,-1.451104
1533,Cheadle Hulme,"Unit 24 The Precinct, Cheadle Hulme",SK8 5BB,53.377758,-2.189151
1535,Sligo ROI,"Unit 9 The Canopy Shopping Centre  O'Connell Street, Sligo ROI",F91 XPN2,54.2709,-8.4722
1536,North Shields Unit 42,"Unit 42 Bedford Street  The Beacon Centre, North Shields",NE29 6QF,55.009031,-1.447711
1537,Didsbury,"762-766 Wilmslow Road, Didsbury",M20 2DR,53.415639,-2.232319
1539,Barnstaple Tesco,"Unit 1 Rose Lane, Barnstaple Tesco",EX31 8PG,51.0727845,-4.0371066
1541,Harlow Queensgate RP,Unit 14B Queensgate Centre  Edinburgh Way ,CM20 2DH,51.787479,0.124136
1542,Farnham,"Unit 4 The Borough, Farnham",GU9 7NA,51.214979,-0.799689
1543,Woolwell Tesco,"Unit 6b Woolwell Crescent, Woolwell Tesco",PL6 7RF,50.435372,-4.109629
1544,Lordshilll,"Unit 12 District Centre, Lordshilll",SO16 8HY,50.940926,-1.448635
1545,Gloucester Quays,"Unit 58 Gloucester Quays Designer Outlet  63 St Ann Way, Gloucester Quays",GL1 5SH,51.859888,-2.25267
1546,Gosforth Unit 1A,Unit 1A The Gosforth Shopping Centre  ,NE3 1JZ,55.005285,-1.619571
1547,Tallaght Dublin ROI,Unit 232/233 The Square Shopping Centre  Belgard Square E,D24 ND77,53.2866317,-6.3715815
1548,Stocksbridge,"13 Harry Brearley House, 6 Fox Valley Way, Stocksbridge, Sheffield",S36 2AE,53.483169,-1.589207
1549,Liffey Valley SC ROI,"Unit 40b, Liffey Valley SC, Fonthill Road, Dublin",D22 PX,53.2866317,-6.3715815
1550,Tunbridge Wells,"Unit 7C, Fountains Retail Park, Dowding Way, Tunbridge Wells",TN2 3UY,51.154621,0.283608
1552,"Woodhouse Morrison, Mansfield","Unit 7, High Street, Woodhouse, Mansfield",NG19 8AN,53.16509,-1.192425
1553,Letterkenny RP ROI,"Unit G5, Forte Lynne House, Letterkenny Forte Retail Park, Neil T Blaney Road, Letterkenny, Co Donegal",F92 C891,54.94797,-7.73133
1554,Lymington,"52c High Street, Lymington, Hampshire",SO41 9AG,50.757803,-1.542855
1556,Fforestfach RP Relo,"Unit 10b, Fforestfach Retail Park, Swansea",SA5 4BA,51.650839,-3.986782
1557,Cavan ROI,"44 Main Street, Abbeyland, Cavan", H12 FK74,53.9900573,-7.3606521
1558,Blanchardstown ROI,"Unit 113, Blanchardstown SC, Blanchardstown, Co. Dublin", D15 DX09,53.3930016,-6.3901806
1561,Rochdale Riverside,"Unit 20 Rochdale Riverside RP, Riverside Walk, Rochdale",OL16 1BE ,53.617726,-2.155076
1564,Maidenhead Relo,"88-90 High Street, Maidenhead",SL6 1PT,51.522729,-0.722961
1565,Slough Relo,"Unit 4, Observatory Shopping Centre, High Street, Slough",SL1 1LN,51.508558,-0.58893
1566,Bristol Imperial RP,"Unit 14b, Imperial Retail Park, Wills Way, Hengrove Bristol",BS13 7TJ,51.415661,-2.599858
1567,"Dundee, Broughty Ferry","221 Brook Street, Broughty Ferry, Dundee",DD5 2AH,56.466988,-2.874337
1569,Hull Willerby Retail Park,"Unit 4, Willerby Shopping Park, Hull",HU10 6EB,53.763818,-0.455344
6500,Jersey,"64 King Street  St Helier, Jersey",JE2 4WE,49.1848668,-2.1083155
6501,Guernsey,"5 Le Pollet St Peter Port, Guernsey",GY1 1WQ,49.4566542,-2.535952
6502,Gibraltar,"Unit 267/269 Main Street, Gibraltar",GX11 1AA,36.1378636,-5.3533211
6503,Isle of Man,Unit 1 The Strand Street,IM1 2ER,54.15264,-4.47929
6504,"St Brelades, Jersey","1 & 2 Quennevais Parade, St Brelade, Jersey",JE3 8LT,49.1930211,-2.1992525
